,symbol,name,isin,sector,industry,country,exchange
312,EDV,,US9219107094,,,,
313,EEM,ELECT. MADAGASCAR,US4642872349,,,,Euronext Paris
314,EEMA,,US4642864262,,,,
315,EFAS,,US37954Y6995,,,,
316,EFI,EURASIA FONC INV,CA28203E1051,,,,Euronext Paris
317,EFUEL,EVERFUEL,FR0014001PM5,,,,Euronext Growth Oslo
318,EGL,MOTA ENGIL,PTMEN0AE0005,,,,Euronext Lisbon
319,EIFF,TOUR EIFFEL,FR0000036816,,,,Euronext Paris
320,EKI,EKINOPS,CH0011607683,,,,Euronext Paris
321,EKOP,EKOPAK,BE0974380124,,,,Euronext Brussels
322,ELABS,ELLIPTIC LABORATOR,DE000A1YDGT7,,,,Euronext Growth Oslo
323,ELIOR,ELIOR GROUP,PLALIOR00045,,,,Euronext Paris
324,ELIS,ELIS,FR0012435121,,,,Euronext Paris
325,ELM,,CH0005319162,,,,
326,ELOP,ELOP,NO0010864036,,,,Euronext Growth Oslo
327,EMB,,US4642882819,,,,
328,EMCB,,US97717X7848,,,,
329,EMXC,,FR0014004339,,,,
330,ENCP,,JP3435700004,,,,
331,ENCPU,,KYG304491130,,,,
332,ENGI,ENGIE,FR0013215407,,,,Euronext Paris
333,ENNVW,,AU0000067514,,,,
334,ENOG,,FR0014004974,,,,
335,ENT,,NET000ENTRA9,,,,
336,ENTPA,ENTP ORD SHARES,NET000ENTRA9,,,,Euronext Amsterdam
337,ENVIP,ENVIPCO HOLDING,JP3169750001,,,,Euronext Growth Oslo
338,ENVIW,,ROIMPCACNOR0,,,,
339,ENXP,EURONEXT,NL0006294274,,,,Euronext Lisbon
340,ENZL,,US4642891232,,,,
341,EO,FAURECIA,SE0007075056,,,,Euronext Paris
342,ERA,ERAMET,EGS3C151C015,,,,Euronext Paris
343,ERESW,,AU000000EER1,,,,
344,ESG,ESG CORE INVEST,US33939L6965,,,,Euronext Amsterdam
345,ESGD,,US46435G5163,,,,
346,ESGE,,US46434G8630,,,,
347,ESGT,ESG CORE TREAS SHA,COD08PA00015,,,,Euronext Amsterdam
348,ESGU,,US46435G4257,,,,
349,ESON,ESTORIL SOL N,PTESO0AM0000,,,,Euronext Lisbon
350,ETL,EUTELSAT COMMUNIC.,US29760G1031,,,,Euronext Paris
351,EUCAR,EUROPCAR MOBILITY,INE472M01018,,,,Euronext Paris
352,EUFN,,US4642891802,,,,
353,EUR,EURO RESSOURCES,FR0000054678,,,,Euronext Paris
354,EURS,FONCIERE EURIS,FR0000061475,,,,Euronext Paris
355,EVGBC,,INE554H01021,,,,
356,EVS,EVS BROADC.EQUIPM.,BE0003820371,,,,Euronext Brussels
357,EVSTC,,US27830G6089,,,,
358,EWI,,US46434G8309,,,,
359,EWZS,,US4642891315,,,,
360,EXPN,,FR0004177046,,,,
361,EZJ,,US74347X7084,,,,
362,FAAR,,US33740Y1010,,,,
363,FAB,,US33733C1080,,,,
364,FAD,,US33733F1012,,,,
365,FAGR,FAGRON,SE0010048884,,,,Euronext Brussels
366,FALN,,US46435G4745,,,,
367,FAN,,US33736G1067,,,,
368,FATL,FONCIERE ATLAND,DE0005939615,,,,Euronext Paris
369,FAUV,FAUVET GIREL,FR0000063034,,,,Euronext Paris
370,FAYE,FAYENC.SARREGUEMI.,BG11FASIAT18,,,,Euronext Paris
371,FBZ,,US33737J1337,,,,
372,FCA,,US33737J1410,,,,
373,FCEF,,US33740F4090,,,,
374,FCMC,FERM.CAS.MUN.CANNE,FR0000062101,,,,Euronext Paris
375,FCP,FUT.CLUBE PORTO,PTFCP0AM0008,,,,Euronext Lisbon
376,FCVT,,US33739Q5071,,,,
377,FDIV,,US33739Q3092,,,,
378,FDM,,US33718M1053,,,,
379,FDT,,US33737J1741,,,,
380,FDTS,,CA04315L7097,,,,
381,FEM,,US33737J1824,,,,
382,FEP,,US33737J1170,,,,
383,FEUZ,,US33737J5056,,,,
384,FEX,,US33734K1097,,,,
385,FEXD,,JP3802830004,,,,
386,FEXDR,,JP3802830004,,,,
387,FEXDU,,US3181362076,,,,
388,FFIEW,,IT0005023038,,,,
389,FGA,FIGEAC AERO,CNE1000025D1,,,,Euronext Paris
390,FGM,,US33737J1907,,,,
391,FGP,,INE512A01016,,,,
392,FGR,EIFFAGE,EGS385S1C012,,,,Euronext Paris
393,FGT,,JP3166940001,,,,
394,FII,LISI,IT0001498481,,,,Euronext Paris
395,FINMW,,BG1100006979,,,,
396,FINX,,US37954Y8140,,,,
397,FIPP,FIPP,FR0000038184,,,,Euronext Paris
398,FIXD,,US33740F8059,,,,
399,FJP,,US33737J1584,,,,
400,FLACW,,INE563J01010,,,,
401,FLEXD,FLEXDEAL,PTFXD0AM0018,,,,Euronext Lisbon
402,FLN,,US33737J1253,,,,
403,FLOB,FLORIDIENNE,JP3829300007,,,,Euronext Brussels
404,FLTR,FLUTTER ENTERTAIN,US92189F4862,,,,Euronext Dublin
405,FLY,FONCIERE LYONNAISE,JP3549370009,,,,Euronext Paris
406,FLYR,FLYR,NO0010931900,,,,Euronext Growth Oslo
407,FMB,,US33739N1081,,,,
408,FNAC,FNAC DARTY,CA0324721020,,,,Euronext Paris
409,FNK,,US33737M2017,,,,
410,FNX,,US33735B1089,,,,
411,FNY,,US33737M1027,,,,
412,FORSE,FORSEE POWER,FR0014005SB3,,,,Euronext Paris
413,FOU,FOUNTAIN,BE0003752665,,,,Euronext Brussels
414,FOXWW,,INE735G01010,,,,
415,FPA,,US33737J1097,,,,
416,FPG,UNION TECH.INFOR.,INE512A01016,,,,Euronext Paris
417,FPXI,,US33734X8535,,,,
418,FRAS,,INE184Q01010,,,,
419,FSSIW,,AU0000064552,,,,
420,FSZ,,US33737J2327,,,,
421,FTA,,US33735J1016,,,,
422,FTAG,,US33734X8121,,,,
423,FTC,,US33735K1088,,,,
424,FTCS,,US33733E1047,,,,
425,FTGC,,US33739H1014,,,,
426,FTHI,,US33738R3084,,,,
427,FTLB,,US33738R4074,,,,
428,FTRI,,US33734X8386,,,,
429,FTSL,,US33738D3098,,,,
430,FTSM,,US33739Q4082,,,,
431,FTXD,,US33738R8299,,,,
432,FTXG,,US33738R8521,,,,
433,FTXH,,US33738R8372,,,,
434,FTXL,,US33738R8117,,,,
435,FTXN,,US33738R8455,,,,
436,FTXO,,US33738R8604,,,,
437,FTXR,,US33738R7952,,,,
438,FV,,US33738R6053,,,,
439,FVC,,US33738R8786,,,,
440,FYC,,US33737M3007,,,,
441,FYT,,US33737M4096,,,,
442,FYX,,US33734Y1091,,,,
443,GABC,,US3738651047,,,,
444,GALP,GALP ENERGIA-NOM,NET000GALD01,,,,Euronext Lisbon
445,GAW,,INE076D01016,,,,
446,GBLB,GBL,INE791A01024,,,,Euronext Brussels
447,GEM,GREEN MINERALS,US3814302069,,,,Euronext Growth Oslo
448,GEN,,AT0000824701,,,,
449,GENK,GENK LOGIST. CERT,BE0003740546,,,,Euronext Brussels
450,GENY,,US74255Y5087,,,,
451,GFC,GECINA,DE0005800601,,,,Euronext Paris
452,GID,EGIDE,FR0000072373,,,,Euronext Paris
453,GIMB,GIMV,BE0003699130,,,,Euronext Brussels
454,GLDI,,US22542D4806,,,,
455,GLEN,,AU000000GC18,,,,
456,GLINT,GLINTT,PTPAD0AM0007,,,,Euronext Lisbon
457,GLSPT,,KYG3934K1031,,,,
458,GMBTW,,KYG7315B1115,,,,
459,GNC,,US36191G1076,,,,
460,GNMA,,US46429B3336,,,,
461,GNP,GNP ENERGY,NO0010886013,,,,Euronext Growth Oslo
462,GOE,GROUPE GORGE,INE516K01024,,,,Euronext Paris
463,GOODO,,US3765368846,,,,
464,GPA,IMOB.C GRAO PARA,FR0000053415,,,,Euronext Lisbon
465,GPACW,,CA7019051019,,,,
466,GPCOR,,EGS32161C019,,,,
467,GPE,GPE GROUP PIZZORNO,FR0010214064,,,,Euronext Paris
468,GREEL,,RU000A0JNMZ0,,,,
469,GREEN,GREENYARD,JE00BYTQ7945,,,,Euronext Brussels
470,GREV,MUSEE GREVIN,FR0000037970,,,,Euronext Paris
471,GRG,,CH0000UGG123,,,,
472,GRID,,US33737A1088,,,,
473,GRW,MOLTEN VENTURES,GB00BY7QYJ50,,,,Euronext Dublin
474,GTT,GTT,IT0001029492,,,,Euronext Paris
475,GV,GENOMIC VISION,IT0005411209,,,,Euronext Paris
476,GVR,GLENVEAGH PROP.PLC,DE000A0Z26C8,,,,Euronext Dublin
477,HAACW,,SA121053VV10,,,,
478,HAMO,HAMON,BE0974352842,,,,Euronext Brussels
479,HAV,HAV GROUP,NO0010931918,,,,Euronext Growth Oslo
480,HCICW,,EGS69261C013,,,,
481,HCIIW,,AU000000HGL2,,,,
482,HDF,HDF,INE040A01034,,,,Euronext Paris
483,HDG,HUNTER DOUGLAS,US74347X2945,,,,Euronext Amsterdam
484,HDP,HOTELS DE PARIS,FR0004165801,,,,Euronext Paris
485,HEGA,HEDOSOPHIA ORD SHA,DE000A3E5ED2,,,,Euronext Amsterdam
486,HEIA,HEINEKEN,JP3834050001,,,,Euronext Amsterdam
487,HEIJM,HEIJMANS,SE0015949037,,,,Euronext Amsterdam
488,HEWG,,US46434V7047,,,,
489,HEXA,HEXAOM,INE750M01017,,,,Euronext Paris
490,HHGCR,,CA42970W1077,,,,
491,HICL,,AU000000HIL8,,,,
492,HIK,,INE475B01022,,,,
493,HLAHW,,AU000000GPS0,,,,
494,HLMA,,DE0005297204,,,,
495,HMSO,,JP3846000002,,,,
496,HO,THALES,SG1H41875896,,,,Euronext Paris
497,HOLCO,HOLLAND COLOURS,LB0000012833,,,,Euronext Amsterdam
498,HOLN,Holcim Ltd,SG2D92977651,,,,Euronext Paris
499,HOP,HOPSCOTCH GROUPE,BMG4600H1198,,,,Euronext Paris
500,HOVNP,,US4424871121,,,,
501,HSBA,,MT0000030107,,,,
502,HSL,,ARDEUT112257,,,,
503,HSV,,NET0000HSE01,,,,
504,HSW,HOSTELWORLD GROUP,NET0000HSE01,,,,Euronext Dublin
505,HUDL,HUDDLESTOCK FINTEC,NO0010859648,,,,Euronext Growth Oslo
506,HUNT,HUNTER GROUP,GG00BLGZJW08,,,,Euronext Expand Oslo
507,HYDRA,HYDRATEC,FR0000064735,,,,Euronext Amsterdam
508,HYLS,,US33738D4088,,,,
509,HYMCZ,,GB0001012045,,,,
510,HYN,HYNION,NO0010920945,,,,Euronext Growth Oslo
511,HYPE3,,JP3765220003,,,,
512,HYPRO,HYDROGENPRO,CS0005049758,,,,Euronext Growth Oslo
513,HYZD,,US97717W4309,,,,
514,I2PO,I2PO SHARES,FR0014004J15,,,,Euronext Paris
515,IAM,MAROC TELECOM,MA0000011488,,,,Euronext Paris
516,IBAB,IBA,CH0129442221,,,,Euronext Brussels
517,IBB,,US4642875565,,,,
518,IBST,,NET000INST24,,,,
519,ICLN,,US4642882249,,,,
520,IDL,ID LOGISTICS GROUP,FR0000079691,,,,Euronext Paris
521,IDLB,,US46138E7682,,,,
522,IEF,,US4642874402,,,,
523,IEI,,US4642886612,,,,
524,IEM,,GG00BTDYD136,,,,
525,IEUS,,US4642884971,,,,
526,IGE,IGE + XAO,US4642873743,,,,Euronext Paris
527,IGF,,US4642883726,,,,
528,IGG,,SE0006091476,,,,
529,IGICW,,KR7000370007,,,,
530,IGOV,,US4642881175,,,,
531,IHYF,,FR0000054231,,,,
532,IJT,,US4642878874,,,,
533,IMAQR,,INE416L01017,,,,
534,IMCD,IMCD,DE000A2TSS58,,,,Euronext Amsterdam
535,IMCV,,JP3922100007,,,,
536,IMI,,AU0000054942,,,,
537,IMMO,IMMOBEL,BE0003893139,,,,Euronext Brussels
538,IMMOP,IMMOPOOL,AT0000A21KS2,,,,Euronext Expert Market
539,IMTXW,,NL0000440477,,,,
540,INA,INAPA-INV.P.GESTAO,JP3146300003,,,,Euronext Lisbon
541,INCLU,INCLUSIO SA/NV,BE0974374069,,,,Euronext Brussels
542,INDV,,INE684U01011,,,,
543,INDY,,US4642895290,,,,
544,INEA,FONCIERE INEA,FR0010341032,,,,Euronext Paris
545,INF,,JP3153850007,,,,
546,INFE,INDLE FIN.ENTREPR.,FR0000066219,,,,Euronext Paris
547,INFR,,US52468L7038,,,,
548,INGA,ING GROEP N.V.,NL0011821202,,,,Euronext Amsterdam
549,INSTA,INSTABANK,NET000INST24,,,,Euronext Growth Oslo
550,INTER,INTERTRUST,RU000A0JPNM1,,,,Euronext Amsterdam
551,INVP,,PTINA0AP0008,,,,
552,IPH,INNATE PHARMA,GB0009737155,,,,Euronext Paris
553,IPKW,,US46138E6445,,,,
554,IPN,IPSEN,US78463X6739,,,,Euronext Paris
555,IPO,,US7599372049,,,,
556,IRD,GROUPE IRD,JP3105190007,,,,Euronext Paris
557,IRES,IRISH RES. PROP.,AU000000IRE2,,,,Euronext Dublin
558,ISHG,,US4642881258,,,,
559,ISLEW,,GB00BNLPYF73,,,,
560,ISTB,,US46432F8591,,,,
561,ITRK,,JP3144600008,,,,
562,ITV,,JP3048770006,,,,
563,IUSB,,US46434V6130,,,,
564,IUSG,,US4642876712,,,,
565,IUSV,,US4642876639,,,,
566,IWG,,AU000000NET8,,,,
567,IWS,INTEGRATED WIND SO,US4642874733,,,,Euronext Growth Oslo
568,IXUS,,US46432F8344,,,,
569,JAM,,AU000000JAL1,,,,
570,JD.,,NET0000JDD12,,,,
571,JDEP,JDE PEET'S,GB00B0WY3Y47,,,,Euronext Amsterdam
572,JDW,,DE000A0B9N37,,,,
573,JEO,,CNE1000013C9,,,,
574,JESC,,JP3386570000,,,,
575,JFJ,,KR7089590004,,,,
576,JSMD,,US47103U2096,,,,
577,JSML,,US47103U1007,,,,
578,JTC,,JP3386260008,,,,
579,JUP,,AU000000JPR6,,,,
580,JWAC,,AU000000JPR6,,,,
581,JWACR,,AU000000JPR6,,,,
582,KBC,KBC,BE0003867844,,,,Euronext Brussels
583,KBWB,,US46138E6288,,,,
584,KBWD,,US46138E6106,,,,
585,KBWP,,US46138E5868,,,,
586,KBWR,,US46138E5785,,,,
587,KBWY,,US46138E5942,,,,
588,KENDR,KENDRION,NL0000852531,,,,Euronext Amsterdam
589,KER,KERING,FR0013156007,,,,Euronext Paris
590,KEYW,KEYWARE TECH.,BE0003880979,,,,Euronext Brussels
591,KGF,,DE0005706501,,,,
592,KIN,KINEPOLIS GROUP,AU000000KIN8,,,,Euronext Brussels
593,KING,THE KINGFISH COMP,NL00150001S5,,,,Euronext Growth Oslo
594,KLAQW,,CA48345H1055,,,,
595,KOR,,CA2210131058,,,,
596,KORI,KORIAN,SG2F40988253,,,,Euronext Paris
597,KPN,KPN KON,AU000000DCG0,,,,Euronext Amsterdam
598,KRAB,KRAFT BANK,US001KRAKE01,,,,Euronext Growth Oslo
599,KRMA,,US37954Y7316,,,,
600,KYOTO,KYOTO GROUP,JP3250400003,,,,Euronext Growth Oslo
601,LACR,LACROIX GROUP,FR0000066607,,,,Euronext Paris
602,LAT,LATECOERE,LV0000100741,,,,Euronext Paris
603,LBPSW,,GB00BSVYN304,,,,
604,LEBL,FONCIERE 7 INVEST,FR0000121295,,,,Euronext Paris
605,LFACU,,US50202D2018,,,,
606,LGEN,,JP3282850001,,,,
607,LIG,LISGRAFICA,KR7079550000,,,,Euronext Lisbon
608,LIGHT,SIGNIFY NV,INE835U01019,,,,Euronext Amsterdam
609,LIO,,SG1BD6000002,,,,
610,LIT,LITHO FORMAS,US37954Y8553,,,,Euronext Access Lisbon
611,LLOY,,INE281B01032,,,,
612,LMAOW,,CA09000L1040,,,,
613,LMBS,,US33739Q2003,,,,
614,LMP,,GB00B12MHD28,,,,
615,LOCAL,SOLOCAL GROUP,GB00B1VS7G47,,,,Euronext Paris
616,LOVE,,US54738L1098,,,,
617,LPCN,,US53630X1046,,,,
618,LPE,LAURENT-PERRIER,CH0039074692,,,,Euronext Paris
619,LR,LEGRAND,JP3823400001,,,,Euronext Paris
620,LSEG,,NET000L3G3N3,,,,
621,LTA,ALTAMIR,SG1I47882655,,,,Euronext Paris
622,LUMI,LUMI GRUPPEN,NO0010927288,,,,Euronext Growth Oslo
623,LUXAW,,INE150G01020,,,,
624,LVHD,,US52468L4068,,,,
625,LXI,,AU000000AXI8,,,,
626,LYS,LYSOGENE,INE142K01011,,,,Euronext Paris
627,LYTIX,LYTIX BIOPHARMA,NO0010405780,,,,Euronext Growth Oslo
628,MAAQU,,US56168P2039,,,,
629,MAAT,MAAT PHARMA,FR0012634822,,,,Euronext Paris
630,MAB,,DE000A2YPJN6,,,,
631,MAJ,MAJOREL GROUP LUX,LU2382956378,,,,Euronext Amsterdam
632,MALT,MALTERIES FCO-BEL.,FR0000030074,,,,Euronext Paris
633,MAREL,MAREL,DE000A0H1GY2,,,,Euronext Amsterdam
634,MAU,MAUREL ET PROM,INE150D01019,,,,Euronext Paris
635,MBB,,US4642885887,,,,
636,MBWS,MBWS,FR0000060873,,,,Euronext Paris
637,MCC,IMMO MCC,GB00BJ3VW957,,,,Euronext Brussels
638,MCEF,,US33740F5089,,,,
639,MCHI,,US46429B6719,,,,
640,MCP,MEDIA CAPITAL,CA25537Y2033,,,,Euronext Lisbon
641,MCPHY,MCPHY ENERGY,AU000000MCP2,,,,Euronext Paris
642,MCRO,,US45409B2060,,,,
643,MDIV,,US33738R1005,,,,
644,MDM,MAISONS DU MONDE,FR0013153541,,,,Euronext Paris
645,MEDCL,MEDINCELL,SE0009160872,,,,Euronext Paris
646,MELE,MELEXIS,JP3921080002,,,,Euronext Brussels
647,MERY,MERCIALYS,PLMRCOR00016,,,,Euronext Paris
648,METXW,,DE000A0N3EU3,,,,
649,MIKO,MIKO,BE0003731453,,,,Euronext Brussels
650,MIO,MINCON GROUP PLC,IE00BD64C665,,,,Euronext Growth Dublin
651,MITRA,MITHRA,ID1000118607,,,,Euronext Brussels
652,MKS,,CA65685J1030,,,,
653,MLACW,,FR0010717579,,,,
654,MLAUD,AUDIENCE LABS,FR0011896463,,,,Euronext Access Paris
655,MLAZL,AZ LEASING,IT0004812258,,,,Euronext Access Paris
656,MLBAR,BARINGS CORE SPAIN,ES0105362000,,,,Euronext Access Paris
657,MLBAT,BATLA MINERALS,FR0010436170,,,,Euronext Access Paris
658,MLC,MALIN CORP. PLC,GB00BJ3VW957,,,,Euronext Growth Dublin
659,MLCAC,LOMBARD ET MEDOT,FR0006205019,,,,Euronext Access Paris
660,MLEVE,EVERSET,RU000A0JT7Y2,,,,Euronext Access Paris
661,MLHPE,HOPENING,FR0010312181,,,,Euronext Access Paris
662,MLPRX,PARX MATERIALS NV,US00143K3352,,,,Euronext Access Paris
663,MLTRO,TROC ILE,DE000BFB0027,,,,Euronext Access Paris
664,MMB,LAGARDERE SA,AU000000IMS3,,,,Euronext Paris
665,MNDI,,IT0001469383,,,,
666,MONC,MONCEY (FIN.) NOM.,IT0001469383,,,,Euronext Paris
667,MONCW,,NET000CRCL01,,,,
668,MONT,MONTEA,BE0003853703,,,,Euronext Brussels
669,MONY,,US46429B2593,,,,
670,MOP,MOPOLI,NL0000488153,,,,Euronext Brussels
671,MOUR,MOURY CONSTRUCT,BE0003602134,,,,Euronext Brussels
672,MPACR,,FI4000507488,,,,
673,MRL,MERLIN PROPERTIES,ES0105025003,,,,Euronext Lisbon
674,MTACW,,KYG3166N1060,,,,
675,MTO,,KR7009680000,,,,
676,MTU,MANITOU BF,FR0000038606,,,,Euronext Paris
677,MUN,MICROPOLE,SG2C34962861,,,,Euronext Paris
678,NAACW,,CA65389P1080,,,,
